date,open,high,low,close,volume,average,barCount
2019-09-06 19:00:00,139.42,139.66,139.28,139.64,11607,139.479,7313
2019-09-06 20:00:00,139.63,139.71,138.98,139.13,31756,139.337,19790
2019-09-09 14:30:00,139.59,139.75,137.27,137.46,35442,138.267,18269
2019-09-09 15:00:00,137.45,138.05,137.01,138.01,44404,137.453,26420
2019-09-09 16:00:00,138.0,138.1,137.63,137.91,16955,137.87,10630
2019-09-09 17:00:00,137.91,137.97,136.63,137.09,25245,137.09,14930
2019-09-09 18:00:00,137.09,137.18,136.46,136.84,16258,136.825,10275
2019-09-09 19:00:00,136.85,136.89,136.51,136.68,13216,136.697,8829
2019-09-09 20:00:00,136.68,137.74,136.6,137.58,35565,137.3,22762
2019-09-10 14:30:00,136.8,136.89,134.71,135.02,37905,135.537,19460
2019-09-10 15:00:00,135.03,135.59,134.77,135.11,41008,135.181,24731
2019-09-10 16:00:00,135.08,135.43,134.51,135.25,31003,134.943,18474
2019-09-10 17:00:00,135.25,136.19,135.07,136.04,17543,135.619,10437
2019-09-10 18:00:00,136.04,136.07,135.41,135.58,15161,135.697,9532
2019-09-10 19:00:00,135.58,135.63,135.06,135.3,16791,135.278,10295
2019-09-10 20:00:00,135.31,136.15,135.1,136.15,35644,135.622,21689
2019-09-11 14:30:00,135.89,136.22,135.11,135.84,29808,135.685,13704
2019-09-11 15:00:00,135.84,136.11,135.17,135.27,27363,135.739,15990
2019-09-11 16:00:00,135.28,135.69,135.09,135.52,22578,135.454,12959
2019-09-11 17:00:00,135.52,135.74,135.16,135.58,20868,135.514,12955
2019-09-11 18:00:00,135.58,135.84,135.49,135.65,12180,135.683,8154
2019-09-11 19:00:00,135.65,135.76,135.53,135.7,10815,135.624,7174
2019-09-11 20:00:00,135.7,136.27,135.65,136.15,41129,135.88,23946
2019-09-12 14:30:00,137.85,137.85,136.87,137.09,36900,137.362,19067
2019-09-12 15:00:00,137.11,138.15,137.01,137.44,44226,137.681,26951
2019-09-12 16:00:00,137.42,137.69,137.02,137.49,15672,137.397,9602
2019-09-12 17:00:00,137.49,138.11,137.33,138.07,19709,137.781,10683
2019-09-12 18:00:00,138.06,138.42,137.92,138.23,17879,138.179,10678
2019-09-12 19:00:00,138.23,138.32,138.0,138.2,12948,138.163,8390
2019-09-12 20:00:00,138.21,138.22,137.49,137.54,32812,137.869,20998
2019-09-13 14:30:00,137.79,138.0,136.57,137.37,21652,137.24,11610
2019-09-13 15:00:00,137.37,137.99,136.98,137.76,23397,137.599,15339
2019-09-13 16:00:00,137.76,138.06,137.21,137.43,18007,137.616,12344
2019-09-13 17:00:00,137.43,137.68,137.21,137.28,13843,137.416,9442
2019-09-13 18:00:00,137.28,137.58,137.13,137.29,13006,137.374,8428
2019-09-13 19:00:00,137.29,137.48,137.18,137.36,10410,137.313,7609
2019-09-13 20:00:00,137.36,137.48,136.89,137.21,32636,137.152,21812
2019-09-16 14:30:00,135.82,136.54,135.66,136.45,19238,136.099,8269
2019-09-16 15:00:00,136.47,136.67,136.13,136.23,16043,136.376,8797
2019-09-16 16:00:00,136.24,136.7,136.08,136.21,11164,136.422,7575
2019-09-16 17:00:00,136.19,136.55,136.17,136.24,8386,136.355,5385
2019-09-16 18:00:00,136.23,136.65,136.16,136.57,5891,136.406,3741
2019-09-16 19:00:00,136.57,136.66,136.4,136.45,8050,136.521,5567
2019-09-16 20:00:00,136.45,136.55,136.2,136.4,20471,136.328,12798
2019-09-17 14:30:00,136.96,137.49,136.74,137.17,18528,137.167,9236
2019-09-17 15:00:00,137.19,137.3,136.42,136.47,20359,136.866,13277
2019-09-17 16:00:00,136.47,137.0,136.46,136.87,15155,136.812,9690
2019-09-17 17:00:00,136.87,137.0,136.77,136.94,7678,136.905,4892
2019-09-17 18:00:00,136.94,137.06,136.8,136.9,11209,136.91,7557
2019-09-17 19:00:00,136.9,136.99,136.71,136.9,12457,136.904,8882
2019-09-17 20:00:00,136.9,137.52,136.84,137.39,25334,137.247,16487
2019-09-18 14:30:00,137.43,137.43,136.58,137.3,16438,136.99,8220
2019-09-18 15:00:00,137.3,137.81,137.13,137.81,17779,137.474,11124
2019-09-18 16:00:00,137.8,138.07,137.6,137.78,14470,137.85,9135
2019-09-18 17:00:00,137.78,138.17,137.72,137.73,14038,137.976,8879
2019-09-18 18:00:00,137.74,137.77,137.38,137.77,11780,137.598,7615
2019-09-18 19:00:00,137.78,138.05,136.52,137.13,40437,137.157,23408
2019-09-18 20:00:00,137.12,138.67,136.9,138.53,39860,138.108,25535
2019-09-19 14:30:00,140.3,141.9,140.23,141.69,73657,141.134,35023
2019-09-19 15:00:00,141.69,142.37,141.63,141.76,55399,141.945,29661
2019-09-19 16:00:00,141.76,141.81,141.11,141.3,28065,141.41,14890
2019-09-19 17:00:00,141.29,141.51,140.63,140.67,23998,140.987,12781
2019-09-19 18:00:00,140.66,140.97,140.07,140.95,29225,140.594,14831
2019-09-19 19:00:00,140.94,141.22,140.89,141.08,17299,141.051,8621
2019-09-19 20:00:00,141.08,141.19,140.64,141.08,44730,140.947,26684
2019-09-20 14:30:00,141.0,141.65,140.81,140.97,119968,141.149,13131
2019-09-20 15:00:00,140.97,141.25,140.43,140.53,27619,140.885,15472
2019-09-20 16:00:00,140.52,140.63,139.56,140.09,26361,140.183,14667
2019-09-20 17:00:00,140.07,140.1,139.16,139.46,19745,139.604,10402
2019-09-20 18:00:00,139.46,139.56,138.25,138.94,31681,138.843,18180
2019-09-20 19:00:00,138.96,139.52,138.89,139.25,18499,139.214,10836
2019-09-20 20:00:00,139.25,139.7,139.09,139.28,34040,139.384,21855
2019-09-23 14:30:00,139.27,139.46,138.44,138.77,16982,138.845,8477
2019-09-23 15:00:00,138.78,139.47,138.51,139.0,17770,139.001,10688
2019-09-23 16:00:00,139.01,139.63,138.96,139.37,15436,139.337,9523
2019-09-23 17:00:00,139.39,139.62,139.12,139.22,12375,139.44,7586
2019-09-23 18:00:00,139.21,139.57,139.2,139.32,9871,139.378,6826
2019-09-23 19:00:00,139.33,139.4,139.07,139.36,9707,139.225,6646
2019-09-23 20:00:00,139.35,139.59,139.05,139.09,24583,139.322,15148
2019-09-24 14:30:00,140.35,140.69,139.85,140.47,27941,140.326,14758
2019-09-24 15:00:00,140.47,140.51,139.55,139.96,29957,140.064,18609
2019-09-24 16:00:00,139.96,139.97,138.44,138.72,21760,139.231,14070
2019-09-24 17:00:00,138.7,138.97,137.12,137.21,33522,137.795,20451
2019-09-24 18:00:00,137.22,137.5,136.88,137.19,24493,137.242,15168
2019-09-24 19:00:00,137.19,138.28,137.02,137.36,27390,137.618,17774
2019-09-24 20:00:00,137.34,137.73,136.97,137.38,36942,137.349,23445
2019-09-25 14:30:00,137.63,137.63,136.27,136.68,20543,136.907,10725
2019-09-25 15:00:00,136.7,137.73,136.03,137.37,27674,136.972,17298
2019-09-25 16:00:00,137.37,138.06,137.35,137.77,16974,137.722,10433
2019-09-25 17:00:00,137.77,138.23,137.76,138.0,16358,137.978,9853
2019-09-25 18:00:00,138.0,138.37,137.94,138.21,10402,138.154,6386
2019-09-25 19:00:00,138.22,139.13,138.17,139.06,17894,138.723,10773
2019-09-25 20:00:00,139.06,139.96,139.02,139.36,34588,139.503,20852
2019-09-26 14:30:00,139.44,139.79,138.89,139.27,16695,139.385,9249
2019-09-26 15:00:00,139.27,139.89,139.07,139.35,20254,139.496,12866
2019-09-26 16:00:00,139.35,139.4,138.44,138.75,17133,138.806,11218
2019-09-26 17:00:00,138.75,139.41,138.59,139.1,9772,139.09,6678
2019-09-26 18:00:00,139.1,139.28,138.73,139.27,10694,139.023,7031
2019-09-26 19:00:00,139.28,139.96,139.28,139.63,14976,139.716,8779
2019-09-26 20:00:00,139.64,140.18,139.39,139.57,27503,139.716,16958
2019-09-27 14:30:00,140.11,140.42,139.1,139.27,15000,139.685,6879
2019-09-27 15:00:00,139.28,139.53,138.89,139.45,17284,139.175,9492
2019-09-27 16:00:00,139.46,139.78,138.04,139.06,22293,139.001,13619
2019-09-27 17:00:00,139.06,139.14,137.69,137.7,16340,138.534,9654
2019-09-27 18:00:00,137.69,138.0,137.32,137.72,22461,137.637,12096
2019-09-27 19:00:00,137.73,137.73,136.64,137.01,20809,137.16,11401
2019-09-27 20:00:00,137.01,137.85,136.87,137.75,38449,137.436,21348
2019-09-30 14:30:00,138.08,138.49,137.78,138.3,14876,138.176,7468
2019-09-30 15:00:00,138.28,138.73,138.15,138.42,13391,138.37,7964
2019-09-30 16:00:00,138.42,138.83,138.3,138.72,12533,138.617,7446
2019-09-30 17:00:00,138.74,139.18,138.64,139.07,12857,138.959,7701
2019-09-30 18:00:00,139.06,139.22,138.83,139.0,9472,139.024,5403
2019-09-30 19:00:00,139.0,139.06,138.79,138.84,9708,138.94,5878
2019-09-30 20:00:00,138.84,139.2,138.56,139.03,31004,138.901,19482
2019-10-01 14:30:00,139.66,140.25,139.57,139.83,23524,139.97,9978
2019-10-01 15:00:00,139.81,139.95,138.34,138.73,30502,138.995,19594
2019-10-01 16:00:00,138.73,138.84,138.21,138.34,17558,138.574,10984
2019-10-01 17:00:00,138.34,138.34,137.57,137.85,16251,137.914,9986
2019-10-01 18:00:00,137.84,137.89,137.3,137.37,14226,137.556,7678
2019-10-01 19:00:00,137.37,137.85,137.22,137.67,13114,137.537,8053
2019-10-01 20:00:00,137.67,137.85,137.0,137.06,31605,137.313,18829
2019-10-02 14:30:00,136.26,136.37,134.87,135.14,32002,135.623,16462
2019-10-02 15:00:00,135.13,135.19,133.63,134.07,51962,134.386,27847
2019-10-02 16:00:00,134.06,134.43,133.89,134.29,31533,134.177,19898
2019-10-02 17:00:00,134.28,134.37,133.57,133.78,20678,133.97,11773
2019-10-02 18:00:00,133.78,134.28,133.64,133.97,16992,134.019,10786
2019-10-02 19:00:00,133.96,134.92,133.83,134.76,22393,134.42,14000
2019-10-02 20:00:00,134.78,135.29,134.54,134.63,42844,134.855,27417
2019-10-03 14:30:00,134.95,135.3,134.31,135.06,17356,134.893,9715
2019-10-03 15:00:00,135.03,135.18,133.22,135.05,46489,134.254,27466
2019-10-03 16:00:00,135.06,136.51,134.9,135.76,32772,135.959,19850
2019-10-03 17:00:00,135.76,136.34,135.73,136.21,21133,136.138,12312
2019-10-03 18:00:00,136.22,136.75,136.18,136.53,17726,136.405,9112
2019-10-03 19:00:00,136.54,136.56,136.18,136.31,13658,136.383,8180
2019-10-03 20:00:00,136.31,136.37,135.82,136.3,33583,136.095,21209
2019-10-04 14:30:00,136.76,137.75,136.42,137.67,25271,137.22,12517
2019-10-04 15:00:00,137.68,137.89,136.88,137.05,23103,137.36,11566
2019-10-04 16:00:00,137.05,137.87,136.72,137.67,24444,137.261,13831
2019-10-04 17:00:00,137.66,137.78,137.2,137.49,19386,137.466,8450
2019-10-04 18:00:00,137.5,137.89,137.23,137.53,9671,137.529,5974
2019-10-04 19:00:00,137.53,138.01,137.45,137.96,14213,137.849,7610
2019-10-04 20:00:00,137.97,138.25,137.83,138.11,37287,138.049,22600
2019-10-07 14:30:00,137.22,137.8,137.03,137.2,14342,137.337,7035
2019-10-07 15:00:00,137.21,137.61,137.05,137.53,14737,137.336,8255
2019-10-07 16:00:00,137.53,138.03,137.51,138.02,14251,137.774,7803
2019-10-07 17:00:00,138.01,138.03,137.47,137.56,10351,137.745,5776
2019-10-07 18:00:00,137.56,138.18,137.31,137.94,15159,137.792,9844
2019-10-07 19:00:00,137.94,137.99,137.18,137.4,11650,137.521,7718
2019-10-07 20:00:00,137.4,137.68,137.02,137.1,23577,137.315,15409
2019-10-08 14:30:00,137.1,137.52,136.2,136.24,30344,136.766,14940
2019-10-08 15:00:00,136.25,136.94,135.9,136.9,34431,136.397,20914
2019-10-08 16:00:00,136.9,137.37,136.78,136.96,24967,137.03,15685
2019-10-08 17:00:00,136.95,137.73,136.83,137.3,16802,137.219,9840
2019-10-08 18:00:00,137.29,137.39,137.07,137.11,10731,137.247,6495
2019-10-08 19:00:00,137.13,137.76,136.25,136.8,24459,137.106,16779
2019-10-08 20:00:00,136.78,137.16,135.62,135.66,47596,136.191,29374
2019-10-09 14:30:00,137.48,137.67,136.97,137.29,23880,137.347,11971
2019-10-09 15:00:00,137.28,137.79,137.25,137.67,21690,137.569,11972
2019-10-09 16:00:00,137.68,137.93,137.26,137.8,17754,137.553,10253
2019-10-09 17:00:00,137.8,138.07,137.74,138.06,12439,137.91,7098
2019-10-09 18:00:00,138.06,138.28,137.95,138.15,13887,138.118,8716
2019-10-09 19:00:00,138.14,138.68,138.08,138.51,16011,138.386,9698
2019-10-09 20:00:00,138.51,138.7,137.92,138.21,39874,138.332,24702
2019-10-10 14:30:00,138.47,139.39,138.25,139.33,23440,138.882,12663
2019-10-10 15:00:00,139.34,139.4,138.6,139.28,23410,139.069,13734
2019-10-10 16:00:00,139.29,139.67,139.22,139.62,19812,139.497,11149
2019-10-10 17:00:00,139.62,139.67,138.82,139.2,11461,139.255,6866
2019-10-10 18:00:00,139.19,139.24,138.75,139.09,10733,139.053,7039
2019-10-10 19:00:00,139.09,139.12,138.29,138.93,14175,138.792,9093
2019-10-10 20:00:00,138.93,139.37,138.81,139.1,24967,139.092,16061
2019-10-11 14:30:00,140.12,141.03,140.12,140.57,32946,140.524,16262
2019-10-11 15:00:00,140.58,141.0,140.5,140.58,28131,140.759,16798
2019-10-11 16:00:00,140.58,140.95,140.24,140.4,25891,140.614,14916
2019-10-11 17:00:00,140.4,140.51,139.58,140.46,20009,140.241,12832
2019-10-11 18:00:00,140.44,140.73,140.12,140.62,20874,140.434,12151
2019-10-11 19:00:00,140.62,140.8,140.33,140.7,15419,140.628,8843
2019-10-11 20:00:00,140.69,140.75,139.5,139.61,46421,140.183,30016
2019-10-14 14:30:00,139.66,140.29,139.61,139.91,17024,139.953,7933
2019-10-14 15:00:00,139.9,140.21,139.59,140.16,16350,139.947,8788
2019-10-14 16:00:00,140.17,140.17,139.82,139.93,11936,139.955,7345
2019-10-14 17:00:00,139.93,140.01,139.58,139.67,8826,139.741,4886
2019-10-14 18:00:00,139.65,139.85,139.52,139.81,7731,139.679,4600
2019-10-14 19:00:00,139.81,139.99,139.72,139.89,8218,139.865,4891
2019-10-14 20:00:00,139.89,139.96,139.53,139.54,19587,139.738,11824
2019-10-15 14:30:00,140.06,140.65,139.81,140.46,17954,140.283,7909
2019-10-15 15:00:00,140.47,141.79,140.46,141.61,37705,141.242,19184
2019-10-15 16:00:00,141.61,141.74,141.16,141.42,20807,141.414,11177
2019-10-15 17:00:00,141.41,141.63,141.33,141.47,14495,141.476,7783
2019-10-15 18:00:00,141.48,141.67,141.45,141.61,14855,141.571,7253
2019-10-15 19:00:00,141.61,141.68,141.38,141.48,13987,141.563,8701
2019-10-15 20:00:00,141.47,141.61,141.28,141.57,29889,141.455,18633
2019-10-16 14:30:00,140.74,140.99,139.53,139.69,33211,140.145,15672
2019-10-16 15:00:00,139.67,140.69,139.59,140.51,31833,140.235,16757
2019-10-16 16:00:00,140.5,140.64,139.86,139.97,21425,140.172,12395
2019-10-16 17:00:00,139.96,140.16,139.77,139.92,13029,139.973,8135
2019-10-16 18:00:00,139.92,140.14,139.79,139.88,15175,139.944,10206
2019-10-16 19:00:00,139.88,140.4,139.82,140.29,12816,140.129,8264
2019-10-16 20:00:00,140.3,140.51,140.11,140.48,25598,140.287,16232
2019-10-17 14:30:00,140.95,141.42,140.59,140.96,19024,141.004,8095
2019-10-17 15:00:00,140.95,140.97,139.47,139.62,39089,140.07,20012
2019-10-17 16:00:00,139.62,139.8,139.05,139.31,28216,139.428,15491
2019-10-17 17:00:00,139.32,139.54,139.02,139.49,16956,139.336,9064
2019-10-17 18:00:00,139.5,139.7,139.32,139.6,12381,139.537,6876
2019-10-17 19:00:00,139.61,139.99,139.38,139.84,15468,139.714,8887
2019-10-17 20:00:00,139.85,139.94,139.54,139.67,27062,139.706,16324
2019-10-18 14:30:00,139.78,140.0,139.31,139.61,42646,139.803,9486
